,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
TMED73,4.30E-48,0.489194902,0.409,0.145,1.44E-43,11,TMED7
TNRC6B5,4.42E-48,0.40167378,0.834,0.383,1.48E-43,11,TNRC6B
SVIL,4.89E-48,0.766055783,0.259,0.075,1.64E-43,11,SVIL
PQLC11,5.06E-48,0.599404843,0.344,0.114,1.70E-43,11,PQLC1
CRELD23,5.29E-48,0.48990185,0.429,0.155,1.77E-43,11,CRELD2
IDH3A1,5.30E-48,0.643501841,0.291,0.088,1.78E-43,11,IDH3A
RARRES33,5.51E-48,0.374889769,0.842,0.384,1.85E-43,11,RARRES3
STX162,5.67E-48,0.510263233,0.435,0.158,1.90E-43,11,STX16
SLIRP4,8.82E-48,0.41640985,0.565,0.227,2.96E-43,11,SLIRP
SMG71,1.10E-47,0.590880247,0.322,0.103,3.68E-43,11,SMG7
TRAPPC2L,1.24E-47,0.354577965,0.524,0.202,4.15E-43,11,TRAPPC2L
FUNDC21,1.28E-47,0.391968642,0.445,0.162,4.31E-43,11,FUNDC2
HRAS1,1.39E-47,0.523953082,0.338,0.11,4.67E-43,11,HRAS
ATF6,1.54E-47,0.581004504,0.364,0.124,5.16E-43,11,ATF6
ZC3H14,1.69E-47,0.520620034,0.344,0.113,5.67E-43,11,ZC3H14
SEC622,1.91E-47,0.540795146,0.899,0.467,6.41E-43,11,SEC62
BCL9L,1.93E-47,0.403281312,0.342,0.111,6.47E-43,11,BCL9L
VPS13B,2.00E-47,0.585017441,0.279,0.083,6.72E-43,11,VPS13B
AGPAT22,2.03E-47,0.493861621,0.372,0.127,6.79E-43,11,AGPAT2
OSBP1,2.77E-47,0.610225366,0.356,0.12,9.28E-43,11,OSBP
CLINT13,3.01E-47,0.363227337,0.719,0.318,1.01E-42,11,CLINT1
POP51,3.24E-47,0.324686489,0.453,0.166,1.09E-42,11,POP5
YIPF31,3.48E-47,0.439295429,0.451,0.167,1.17E-42,11,YIPF3
PSMG3,3.96E-47,0.52858096,0.334,0.11,1.33E-42,11,PSMG3
EXOC1,4.02E-47,0.483043536,0.377,0.13,1.35E-42,11,EXOC1
UNC501,4.40E-47,0.378682879,0.458,0.17,1.48E-42,11,UNC50
RNF8,5.36E-47,0.61541931,0.257,0.074,1.80E-42,11,RNF8
GIGYF21,5.46E-47,0.502458246,0.417,0.151,1.83E-42,11,GIGYF2
FIP1L11,5.76E-47,0.428331797,0.409,0.145,1.93E-42,11,FIP1L1
SLK2,7.04E-47,0.31123692,0.613,0.251,2.36E-42,11,SLK
COMMD11,7.38E-47,0.492100501,0.425,0.155,2.48E-42,11,COMMD1
DHX92,7.62E-47,0.337310046,0.611,0.249,2.56E-42,11,DHX9
PSPC1,9.33E-47,0.539357886,0.328,0.106,3.13E-42,11,PSPC1
B3GALT4,1.18E-46,0.520233578,0.289,0.088,3.96E-42,11,B3GALT4
SQSTM12,1.24E-46,0.291239044,0.769,0.35,4.16E-42,11,SQSTM1
PHAX,1.40E-46,0.386455824,0.457,0.17,4.69E-42,11,PHAX
DCAF5,1.41E-46,0.443331029,0.37,0.126,4.73E-42,11,DCAF5
GNAQ6,1.44E-46,0.2632418,0.538,0.211,4.82E-42,11,GNAQ
ZBED5,1.57E-46,0.387688062,0.336,0.11,5.26E-42,11,ZBED5
AHCYL14,1.67E-46,0.460549479,0.484,0.187,5.59E-42,11,AHCYL1
PPP1CB2,1.69E-46,0.399080113,0.81,0.374,5.67E-42,11,PPP1CB
OARD1,2.26E-46,0.3183566,0.433,0.157,7.58E-42,11,OARD1
RLIM,2.53E-46,0.535478866,0.277,0.083,8.48E-42,11,RLIM
RNF169,3.04E-46,0.424517455,0.375,0.13,1.02E-41,11,RNF169
ECI21,4.20E-46,0.47865957,0.346,0.116,1.41E-41,11,ECI2
CPNE33,4.52E-46,0.344063097,0.522,0.204,1.52E-41,11,CPNE3
ANAPC15,6.01E-46,0.538448043,0.356,0.122,2.02E-41,11,ANAPC15
RPAIN1,6.99E-46,0.383682908,0.48,0.184,2.35E-41,11,RPAIN
SLC6A63,7.06E-46,0.383411831,0.395,0.139,2.37E-41,11,SLC6A6
MT-CO32,8.40E-46,0.335128305,1,0.994,2.82E-41,11,MT-CO3
MRPS72,8.52E-46,0.390149727,0.492,0.19,2.86E-41,11,MRPS7
TNKS21,9.04E-46,0.342415389,0.482,0.183,3.03E-41,11,TNKS2
DAD12,1.01E-45,0.5256333,0.935,0.508,3.38E-41,11,DAD1
ERH1,1.12E-45,0.464731552,0.816,0.389,3.75E-41,11,ERH
TULP41,1.20E-45,0.52755797,0.334,0.111,4.01E-41,11,TULP4
RBM52,1.28E-45,0.37233698,0.565,0.229,4.29E-41,11,RBM5
TMEM63A1,1.28E-45,0.537794544,0.312,0.1,4.30E-41,11,TMEM63A
RSPRY1,1.45E-45,0.58118763,0.285,0.088,4.88E-41,11,RSPRY1
DEDD2,1.63E-45,0.500389825,0.269,0.08,5.47E-41,11,DEDD2
AKAP8L,1.85E-45,0.507411328,0.326,0.107,6.20E-41,11,AKAP8L
PSMD16,2.05E-45,0.419352637,0.46,0.176,6.89E-41,11,PSMD1
HMG20B,2.32E-45,0.625658704,0.267,0.08,7.79E-41,11,HMG20B
CHD62,2.57E-45,0.385581839,0.433,0.16,8.62E-41,11,CHD6
DNAJC51,3.14E-45,0.635647123,0.298,0.095,1.05E-40,11,DNAJC5
SLC4A1AP,3.18E-45,0.633773976,0.279,0.086,1.06E-40,11,SLC4A1AP
NUP501,3.19E-45,0.446912584,0.449,0.17,1.07E-40,11,NUP50
NDUFB73,3.66E-45,0.468158894,0.858,0.417,1.23E-40,11,NDUFB7
ZNF493,3.80E-45,0.474495224,0.32,0.104,1.28E-40,11,ZNF493
NCOA2,4.53E-45,0.392854453,0.308,0.098,1.52E-40,11,NCOA2
MTA1,5.19E-45,0.665403663,0.287,0.09,1.74E-40,11,MTA1
FDFT12,5.73E-45,0.3890974,0.47,0.18,1.92E-40,11,FDFT1
AP1G1,5.76E-45,0.489251415,0.36,0.124,1.93E-40,11,AP1G1
MAU2,5.98E-45,0.604270568,0.271,0.082,2.00E-40,11,MAU2
TSHZ22,7.41E-45,0.519824498,0.324,0.107,2.49E-40,11,TSHZ2
PRPF83,8.43E-45,0.395863782,0.603,0.254,2.83E-40,11,PRPF8
IDS3,1.03E-44,0.300383472,0.779,0.348,3.45E-40,11,IDS
RNF167,1.07E-44,0.320938974,0.358,0.121,3.58E-40,11,RNF167
PAIP12,1.10E-44,0.376039064,0.413,0.151,3.70E-40,11,PAIP1
SLC43A22,1.14E-44,0.386745208,0.287,0.089,3.83E-40,11,SLC43A2
CUL1,1.19E-44,0.530119248,0.348,0.119,3.99E-40,11,CUL1
TANC2,1.30E-44,0.620028702,0.251,0.074,4.35E-40,11,TANC2
SIPA1L11,1.35E-44,0.518131981,0.37,0.13,4.53E-40,11,SIPA1L1
VPS13C2,1.54E-44,0.379594064,0.818,0.378,5.15E-40,11,VPS13C
PEX13,1.75E-44,0.541657573,0.271,0.082,5.88E-40,11,PEX13
GTF2E21,1.79E-44,0.499519913,0.306,0.099,5.99E-40,11,GTF2E2
STIP11,1.83E-44,0.590695575,0.387,0.141,6.13E-40,11,STIP1
VCP3,1.92E-44,0.371476417,0.66,0.286,6.44E-40,11,VCP
ACTR10,2.21E-44,0.319638994,0.435,0.161,7.40E-40,11,ACTR10
SLC35E3,2.25E-44,0.383420146,0.32,0.105,7.53E-40,11,SLC35E3
NDUFB91,2.49E-44,0.36218627,0.575,0.238,8.36E-40,11,NDUFB9
SLC39A3,2.66E-44,0.591323046,0.265,0.08,8.92E-40,11,SLC39A3
MKRN12,2.69E-44,0.378714266,0.457,0.174,9.02E-40,11,MKRN1
JPX1,2.69E-44,0.258893571,0.557,0.226,9.03E-40,11,JPX
PRKD2,2.80E-44,0.525335058,0.259,0.076,9.38E-40,11,PRKD2
CREB3,3.04E-44,0.697712797,0.269,0.083,1.02E-39,11,CREB3
HINT3,3.62E-44,0.534427589,0.257,0.076,1.21E-39,11,HINT3
CSAD,3.78E-44,0.598046725,0.259,0.077,1.27E-39,11,CSAD
TTC171,4.31E-44,0.361103021,0.445,0.167,1.45E-39,11,TTC17
BCAP313,4.48E-44,0.325828595,0.676,0.288,1.50E-39,11,BCAP31
IFITM33,4.67E-44,0.366206068,0.36,0.125,1.56E-39,11,IFITM3
GNAS3,5.16E-44,0.501705651,0.988,0.678,1.73E-39,11,GNAS
UBE2E32,5.26E-44,0.361670492,0.437,0.165,1.76E-39,11,UBE2E3
PRPF4B1,5.49E-44,0.282632176,0.731,0.323,1.84E-39,11,PRPF4B
TDRD3,5.91E-44,0.473800548,0.273,0.084,1.98E-39,11,TDRD3
PSMD6,6.04E-44,0.412517865,0.421,0.157,2.02E-39,11,PSMD6
DYNC1H11,7.10E-44,0.457924496,0.808,0.382,2.38E-39,11,DYNC1H1
MOCS2,9.87E-44,0.522097179,0.275,0.085,3.31E-39,11,MOCS2
FKBP25,1.08E-43,0.361837988,0.781,0.358,3.61E-39,11,FKBP2
SNX4,1.08E-43,0.610096527,0.289,0.092,3.61E-39,11,SNX4
SMG6,1.25E-43,0.341831361,0.356,0.122,4.19E-39,11,SMG6
IFNAR14,1.49E-43,0.394216436,0.486,0.192,5.01E-39,11,IFNAR1
RWDD4,1.53E-43,0.473769402,0.296,0.095,5.11E-39,11,RWDD4
PPP2R2A,2.17E-43,0.362007875,0.464,0.18,7.29E-39,11,PPP2R2A
BECN1,2.75E-43,0.325491148,0.399,0.145,9.23E-39,11,BECN1
RBM12B,3.22E-43,0.392308285,0.322,0.107,1.08E-38,11,RBM12B
RBM42,4.48E-43,0.561121156,0.308,0.102,1.50E-38,11,RBM42
DIDO11,4.50E-43,0.353903267,0.431,0.162,1.51E-38,11,DIDO1
WDFY11,5.96E-43,0.609480512,0.289,0.092,2.00E-38,11,WDFY1
IPO51,6.10E-43,0.498517667,0.364,0.13,2.04E-38,11,IPO5
CRLS1,6.44E-43,0.535375662,0.283,0.09,2.16E-38,11,CRLS1
MRPL432,7.14E-43,0.346673443,0.516,0.209,2.39E-38,11,MRPL43
KRCC1,7.49E-43,0.342331151,0.425,0.16,2.51E-38,11,KRCC1
OXLD1,9.13E-43,0.334942911,0.336,0.114,3.06E-38,11,OXLD1
SSRP11,1.00E-42,0.505510289,0.358,0.127,3.35E-38,11,SSRP1
PIN11,1.02E-42,0.30111813,0.484,0.189,3.42E-38,11,PIN1
COMMD32,1.11E-42,0.352146157,0.46,0.179,3.73E-38,11,COMMD3
MRPL17,1.12E-42,0.440792257,0.334,0.114,3.74E-38,11,MRPL17
CCT6A2,1.31E-42,0.364065198,0.704,0.316,4.39E-38,11,CCT6A
UBQLN2,1.68E-42,0.502165968,0.292,0.094,5.65E-38,11,UBQLN2
APPBP2,1.86E-42,0.389769037,0.308,0.101,6.25E-38,11,APPBP2
HLTF,2.46E-42,0.369000388,0.298,0.097,8.26E-38,11,HLTF
SNW1,2.79E-42,0.388439797,0.466,0.184,9.35E-38,11,SNW1
TALDO14,2.98E-42,0.445573084,0.794,0.386,1.00E-37,11,TALDO1
UBR43,4.58E-42,0.383755496,0.401,0.148,1.54E-37,11,UBR4
PAXBP11,5.28E-42,0.483452898,0.358,0.128,1.77E-37,11,PAXBP1
HNRNPLL,5.82E-42,0.329989743,0.277,0.087,1.95E-37,11,HNRNPLL
CHL12,5.83E-42,0.298302679,0.3,0.098,1.96E-37,11,CHL1
KIAA1147,6.98E-42,0.481898804,0.306,0.102,2.34E-37,11,KIAA1147
RMDN11,8.16E-42,0.396124746,0.308,0.102,2.74E-37,11,RMDN1
ECPAS,8.56E-42,0.629227568,0.322,0.112,2.87E-37,11,ECPAS
TENT4B,8.95E-42,0.631150299,0.255,0.078,3.00E-37,11,TENT4B
GSK3B,1.02E-41,0.44023082,0.318,0.108,3.43E-37,11,GSK3B
MTMR61,1.13E-41,0.495412523,0.306,0.102,3.79E-37,11,MTMR6
ELOB1,1.46E-41,0.521932474,0.931,0.537,4.90E-37,11,ELOB
IBTK,1.79E-41,0.32659246,0.387,0.142,6.00E-37,11,IBTK
SUCLG21,1.91E-41,0.457614852,0.366,0.132,6.39E-37,11,SUCLG2
SLC44A12,2.07E-41,0.337024898,0.338,0.117,6.94E-37,11,SLC44A1
LARP41,2.27E-41,0.487372858,0.35,0.125,7.60E-37,11,LARP4
PRPS1,2.36E-41,0.531300907,0.267,0.083,7.91E-37,11,PRPS1
HTATIP2,2.69E-41,0.369665211,0.375,0.137,9.02E-37,11,HTATIP2
TCEAL42,3.00E-41,0.372332472,0.381,0.141,1.01E-36,11,TCEAL4
ABCD4,3.24E-41,0.608908966,0.275,0.088,1.09E-36,11,ABCD4
TBCB,5.53E-41,0.334786787,0.522,0.215,1.86E-36,11,TBCB
PDCD61,7.63E-41,0.434934944,0.791,0.392,2.56E-36,11,PDCD6
MCFD22,8.15E-41,0.444408449,0.366,0.134,2.73E-36,11,MCFD2
FRA10AC1,9.35E-41,0.390575807,0.273,0.086,3.13E-36,11,FRA10AC1
ATP5MF3,9.49E-41,0.40201625,0.741,0.349,3.18E-36,11,ATP5MF
MTIF2,1.01E-40,0.572903751,0.263,0.083,3.39E-36,11,MTIF2
MALSU1,1.24E-40,0.409868186,0.326,0.113,4.17E-36,11,MALSU1
SH3GLB2,1.48E-40,0.538621293,0.263,0.083,4.98E-36,11,SH3GLB2
GINM12,1.55E-40,0.419175473,0.346,0.124,5.21E-36,11,GINM1
PDS5B,2.26E-40,0.371057024,0.366,0.133,7.57E-36,11,PDS5B
ODR4,2.64E-40,0.619895363,0.275,0.09,8.86E-36,11,ODR4
HOOK22,2.80E-40,0.299657185,0.374,0.136,9.38E-36,11,HOOK2
KHDC42,2.91E-40,0.332131236,0.381,0.141,9.76E-36,11,KHDC4
MTREX1,3.14E-40,0.413053757,0.356,0.129,1.05E-35,11,MTREX
PTBP34,3.60E-40,0.313920214,0.66,0.296,1.21E-35,11,PTBP3
CMTM64,3.89E-40,0.295063673,0.771,0.358,1.30E-35,11,CMTM6
TFG2,4.64E-40,0.385765024,0.429,0.168,1.56E-35,11,TFG
MRPS35,5.16E-40,0.386454496,0.346,0.124,1.73E-35,11,MRPS35
NOL71,6.04E-40,0.28876729,0.694,0.31,2.02E-35,11,NOL7
CUL51,6.66E-40,0.267791885,0.447,0.175,2.23E-35,11,CUL5
BCLAF11,8.44E-40,0.354913628,0.8,0.384,2.83E-35,11,BCLAF1
RER12,8.46E-40,0.352755459,0.727,0.337,2.84E-35,11,RER1
EPN1,8.79E-40,0.62672369,0.328,0.118,2.95E-35,11,EPN1
PMPCB,9.31E-40,0.371221999,0.393,0.149,3.12E-35,11,PMPCB
NDUFS22,9.40E-40,0.517518264,0.383,0.146,3.15E-35,11,NDUFS2
KIAA20131,9.79E-40,0.502510206,0.31,0.107,3.28E-35,11,KIAA2013
ITGAV2,1.26E-39,0.511886666,0.271,0.088,4.22E-35,11,ITGAV
FKBP4,1.37E-39,0.527179582,0.269,0.087,4.61E-35,11,FKBP4
CEP57,1.57E-39,0.311642232,0.425,0.165,5.28E-35,11,CEP57
ZMYM4,1.69E-39,0.446068861,0.33,0.118,5.67E-35,11,ZMYM4
MICU2,2.00E-39,0.272915928,0.419,0.161,6.72E-35,11,MICU2
COA5,2.33E-39,0.302727937,0.387,0.146,7.83E-35,11,COA5
WDFY21,2.34E-39,0.59705054,0.298,0.102,7.84E-35,11,WDFY2
SGK32,3.17E-39,0.368367895,0.322,0.112,1.06E-34,11,SGK3
KIAA0586,5.06E-39,0.368004557,0.259,0.082,1.70E-34,11,KIAA0586
TTC39B,6.03E-39,0.433939303,0.255,0.08,2.02E-34,11,TTC39B
MORF4L12,6.27E-39,0.45162023,0.915,0.487,2.10E-34,11,MORF4L1
TFCP2,6.74E-39,0.649978389,0.257,0.083,2.26E-34,11,TFCP2
TSPAN312,1.15E-38,0.443082707,0.312,0.109,3.86E-34,11,TSPAN31
ANKRD36,1.16E-38,0.311497697,0.287,0.095,3.89E-34,11,ANKRD36
FBXO22,1.31E-38,0.294405813,0.32,0.112,4.38E-34,11,FBXO22
NDUFA91,1.68E-38,0.320100729,0.385,0.146,5.64E-34,11,NDUFA9
CRYZL1,1.77E-38,0.420052183,0.269,0.088,5.95E-34,11,CRYZL1
USP53,1.78E-38,0.422701538,0.263,0.085,5.98E-34,11,USP53
MRPL55,1.81E-38,0.283469836,0.387,0.147,6.07E-34,11,MRPL55
GOSR1,1.89E-38,0.253511616,0.411,0.159,6.34E-34,11,GOSR1
GLCCI1,1.93E-38,0.380895234,0.296,0.1,6.48E-34,11,GLCCI1
PSMC41,2.04E-38,0.360563566,0.441,0.177,6.84E-34,11,PSMC4
NDUFB81,2.21E-38,0.302175407,0.688,0.314,7.42E-34,11,NDUFB8
GIPC11,2.26E-38,0.388274648,0.291,0.098,7.59E-34,11,GIPC1
SERTAD21,3.31E-38,0.490321771,0.281,0.094,1.11E-33,11,SERTAD2
MPPE1,3.85E-38,0.342127992,0.291,0.098,1.29E-33,11,MPPE1
HSP90B14,3.92E-38,0.402941707,0.941,0.525,1.31E-33,11,HSP90B1
UQCRQ4,4.33E-38,0.325228881,0.81,0.396,1.45E-33,11,UQCRQ
PIGF1,4.97E-38,0.422072192,0.322,0.116,1.67E-33,11,PIGF
REXO24,5.17E-38,0.272381344,0.447,0.179,1.74E-33,11,REXO2
ATP5ME3,5.92E-38,0.31049936,0.66,0.302,1.98E-33,11,ATP5ME
DGLUCY,6.29E-38,0.465159123,0.291,0.099,2.11E-33,11,DGLUCY
PHF10,6.98E-38,0.367261348,0.308,0.107,2.34E-33,11,PHF10
PDZD11,7.38E-38,0.493093638,0.263,0.086,2.48E-33,11,PDZD11
NUDT161,7.65E-38,0.516730624,0.251,0.081,2.56E-33,11,NUDT16
GOLGA8B1,9.10E-38,0.281817183,0.302,0.103,3.05E-33,11,GOLGA8B
BRD31,9.75E-38,0.383994826,0.312,0.11,3.27E-33,11,BRD3
IRF2BPL1,1.07E-37,0.578735082,0.267,0.089,3.59E-33,11,IRF2BPL
RIC32,1.31E-37,0.339624989,0.304,0.106,4.39E-33,11,RIC3
CSNK2A12,1.45E-37,0.339264302,0.504,0.214,4.88E-33,11,CSNK2A1
ETV64,1.63E-37,0.432218531,0.435,0.175,5.46E-33,11,ETV6
CPSF7,1.92E-37,0.562814716,0.265,0.088,6.45E-33,11,CPSF7
CXXC53,1.94E-37,0.315844765,0.37,0.14,6.52E-33,11,CXXC5
USP28,2.04E-37,0.490666526,0.257,0.084,6.83E-33,11,USP28
MAVS1,2.32E-37,0.433993023,0.352,0.132,7.80E-33,11,MAVS
YIPF5,2.44E-37,0.32356743,0.413,0.163,8.18E-33,11,YIPF5
SLTM1,3.06E-37,0.265862458,0.737,0.344,1.03E-32,11,SLTM
CMAS1,3.40E-37,0.307358691,0.332,0.121,1.14E-32,11,CMAS
AIMP11,4.04E-37,0.311112194,0.488,0.205,1.36E-32,11,AIMP1
IARS,4.55E-37,0.333507785,0.356,0.133,1.53E-32,11,IARS
MYOF3,5.85E-37,0.308965125,0.306,0.108,1.96E-32,11,MYOF
CCDC474,5.97E-37,0.263806268,0.53,0.226,2.00E-32,11,CCDC47
RYBP2,6.59E-37,0.379633435,0.33,0.12,2.21E-32,11,RYBP
ATP6V1A3,7.58E-37,0.36625735,0.346,0.129,2.54E-32,11,ATP6V1A
SMAD4,8.37E-37,0.375750291,0.324,0.118,2.81E-32,11,SMAD4
WDR61,9.97E-37,0.426465023,0.344,0.129,3.34E-32,11,WDR61
AKAP111,1.02E-36,0.264560577,0.375,0.143,3.42E-32,11,AKAP11
ZFAND3,1.10E-36,0.403900208,0.294,0.102,3.68E-32,11,ZFAND3
DNAJC2,1.14E-36,0.313524905,0.375,0.144,3.81E-32,11,DNAJC2
CAPN7,1.16E-36,0.398899119,0.306,0.109,3.89E-32,11,CAPN7
EPRS,1.47E-36,0.270210293,0.528,0.227,4.94E-32,11,EPRS
COPA4,2.20E-36,0.343328995,0.53,0.231,7.38E-32,11,COPA
TIMM17B,2.72E-36,0.273138755,0.316,0.113,9.12E-32,11,TIMM17B
FMR1,2.72E-36,0.392986635,0.304,0.109,9.13E-32,11,FMR1
OSBPL9,2.94E-36,0.277233861,0.312,0.111,9.87E-32,11,OSBPL9
HSPE12,3.04E-36,0.3724694,0.879,0.473,1.02E-31,11,HSPE1
LZIC,3.41E-36,0.313511838,0.314,0.113,1.14E-31,11,LZIC
PLEKHF21,5.18E-36,0.369733208,0.318,0.116,1.74E-31,11,PLEKHF2
KLHDC21,5.77E-36,0.29066695,0.332,0.122,1.94E-31,11,KLHDC2
PDHB1,5.88E-36,0.320876955,0.399,0.158,1.97E-31,11,PDHB
TTC33,6.90E-36,0.296022606,0.769,0.369,2.31E-31,11,TTC3
MRPL161,7.54E-36,0.280366834,0.334,0.123,2.53E-31,11,MRPL16
LAMTOR22,8.51E-36,0.253775338,0.504,0.215,2.85E-31,11,LAMTOR2
HMGCR,8.56E-36,0.680813999,0.259,0.088,2.87E-31,11,HMGCR
SF3B4,1.03E-35,0.37888102,0.316,0.115,3.45E-31,11,SF3B4
UBE4A,1.11E-35,0.395339822,0.324,0.12,3.72E-31,11,UBE4A
COX191,1.14E-35,0.279460989,0.352,0.132,3.81E-31,11,COX19
C6orf891,1.18E-35,0.290508791,0.362,0.138,3.97E-31,11,C6orf89
MFSD15,1.20E-35,0.350820534,0.354,0.134,4.04E-31,11,MFSD1
ELP21,1.22E-35,0.26195538,0.372,0.143,4.08E-31,11,ELP2
CUTA,2.35E-35,0.294730062,0.698,0.33,7.87E-31,11,CUTA
ZNF226,2.41E-35,0.324098746,0.269,0.091,8.10E-31,11,ZNF226
SUCO1,3.59E-35,0.289834692,0.338,0.127,1.20E-30,11,SUCO
GCSH,4.05E-35,0.303331651,0.271,0.093,1.36E-30,11,GCSH
ACBD32,4.05E-35,0.278078765,0.431,0.177,1.36E-30,11,ACBD3
KPNA61,4.32E-35,0.354712129,0.35,0.134,1.45E-30,11,KPNA6
FBRS1,4.47E-35,0.42674781,0.306,0.111,1.50E-30,11,FBRS
DUSP221,5.60E-35,0.488840097,0.292,0.105,1.88E-30,11,DUSP22
BMPR2,6.03E-35,0.378488743,0.289,0.102,2.02E-30,11,BMPR2
PPIE,6.94E-35,0.406189418,0.289,0.103,2.33E-30,11,PPIE
AFF11,7.34E-35,0.440062366,0.308,0.113,2.46E-30,11,AFF1
POP7,8.94E-35,0.349661355,0.261,0.088,3.00E-30,11,POP7
JAGN11,9.03E-35,0.253633371,0.362,0.139,3.03E-30,11,JAGN1
CNIH11,9.99E-35,0.278676543,0.411,0.167,3.35E-30,11,CNIH1
TCF251,1.04E-34,0.307546945,0.783,0.385,3.50E-30,11,TCF25
SAP181,1.26E-34,0.456620208,0.913,0.531,4.23E-30,11,SAP18
CYB5R31,1.47E-34,0.318265764,0.385,0.154,4.92E-30,11,CYB5R3
MAP3K4,1.48E-34,0.524978213,0.271,0.094,4.96E-30,11,MAP3K4
MRPL471,1.64E-34,0.255265524,0.401,0.161,5.50E-30,11,MRPL47
DDB11,1.77E-34,0.291511773,0.437,0.181,5.93E-30,11,DDB1
TM2D2,1.93E-34,0.472735152,0.292,0.105,6.49E-30,11,TM2D2
MTRNR2L83,2.12E-34,0.419438347,0.998,0.854,7.09E-30,11,MTRNR2L8
RAC14,2.16E-34,0.324523114,0.911,0.482,7.25E-30,11,RAC1
GSR,2.41E-34,0.353498711,0.292,0.105,8.07E-30,11,GSR
MAN2C1,3.17E-34,0.49277192,0.251,0.085,1.06E-29,11,MAN2C1
MRPS231,3.66E-34,0.334186784,0.397,0.162,1.23E-29,11,MRPS23
CAMK1D2,3.68E-34,0.393976922,0.385,0.155,1.23E-29,11,CAMK1D
ZNF322,3.69E-34,0.464309888,0.263,0.091,1.24E-29,11,ZNF322
MT-ND63,4.05E-34,0.367234321,0.721,0.353,1.36E-29,11,MT-ND6
POLR2E3,4.93E-34,0.29408914,0.421,0.174,1.65E-29,11,POLR2E
TM7SF3,7.13E-34,0.417704807,0.308,0.114,2.39E-29,11,TM7SF3
EWSR14,7.62E-34,0.260906923,0.615,0.283,2.56E-29,11,EWSR1
FAM208B,1.07E-33,0.265505886,0.346,0.133,3.60E-29,11,FAM208B
WBP21,1.34E-33,0.281837529,0.368,0.145,4.51E-29,11,WBP2
KHDRBS13,1.35E-33,0.258213019,0.765,0.37,4.53E-29,11,KHDRBS1
C4orf33,1.70E-33,0.351263628,0.917,0.497,5.70E-29,11,C4orf3
SRRM22,1.72E-33,0.409439015,0.919,0.515,5.76E-29,11,SRRM2
ALDH9A1,1.97E-33,0.260801001,0.372,0.147,6.62E-29,11,ALDH9A1
MT-ND4L2,2.50E-33,0.311033937,0.97,0.636,8.39E-29,11,MT-ND4L
PSMC3,2.73E-33,0.255263829,0.393,0.159,9.17E-29,11,PSMC3
LRRC41,2.96E-33,0.564537495,0.257,0.089,9.93E-29,11,LRRC41
NQO21,3.16E-33,0.328887872,0.279,0.099,1.06E-28,11,NQO2
AKR1A15,6.20E-33,0.258161721,0.619,0.288,2.08E-28,11,AKR1A1
FBXO21,6.63E-33,0.291208384,0.3,0.111,2.22E-28,11,FBXO21
HDAC22,7.20E-33,0.365616634,0.389,0.16,2.41E-28,11,HDAC2
NCSTN2,7.52E-33,0.450171856,0.289,0.106,2.52E-28,11,NCSTN
FAF2,8.23E-33,0.26807832,0.304,0.113,2.76E-28,11,FAF2
LRRFIP21,9.89E-33,0.319924955,0.322,0.123,3.32E-28,11,LRRFIP2
CLN82,1.91E-32,0.269404417,0.279,0.1,6.41E-28,11,CLN8
ATP5F1B3,2.31E-32,0.310501784,0.783,0.386,7.74E-28,11,ATP5F1B
NDUFB14,3.16E-32,0.313790597,0.563,0.26,1.06E-27,11,NDUFB1
TIMMDC11,4.37E-32,0.252577023,0.37,0.15,1.47E-27,11,TIMMDC1
RNF111,4.71E-32,0.439318661,0.279,0.102,1.58E-27,11,RNF11
PET100,6.25E-32,0.368963568,0.385,0.16,2.10E-27,11,PET100
MEA1,7.34E-32,0.280631582,0.322,0.124,2.46E-27,11,MEA1
NARF1,8.22E-32,0.285158102,0.312,0.118,2.76E-27,11,NARF
MRE111,8.23E-32,0.338791194,0.261,0.092,2.76E-27,11,MRE11
POP4,1.67E-31,0.295472612,0.281,0.103,5.61E-27,11,POP4
TMEM87B,1.82E-31,0.291208727,0.285,0.105,6.12E-27,11,TMEM87B
EIF53,2.02E-31,0.300585429,0.862,0.455,6.76E-27,11,EIF5
PWWP2A,2.42E-31,0.271755126,0.289,0.107,8.13E-27,11,PWWP2A
FAF11,2.67E-31,0.360510634,0.279,0.102,8.97E-27,11,FAF1
BMS1,4.39E-31,0.328850742,0.332,0.131,1.47E-26,11,BMS1
CEP63,5.85E-31,0.421880156,0.267,0.098,1.96E-26,11,CEP63
CEP1702,8.51E-31,0.25180987,0.316,0.123,2.86E-26,11,CEP170
HMGN23,1.11E-30,0.264678478,0.838,0.439,3.71E-26,11,HMGN2
FLOT13,1.32E-30,0.272000458,0.362,0.149,4.42E-26,11,FLOT1
CRCP,1.35E-30,0.273825109,0.267,0.097,4.52E-26,11,CRCP
UBL51,1.70E-30,0.393554935,0.96,0.606,5.69E-26,11,UBL5
POLR2A1,1.71E-30,0.255342706,0.381,0.158,5.75E-26,11,POLR2A
SCAF8,1.73E-30,0.301811266,0.273,0.1,5.79E-26,11,SCAF8
RARS,3.04E-30,0.3149808,0.302,0.117,1.02E-25,11,RARS
SRSF62,3.38E-30,0.259399306,0.441,0.193,1.13E-25,11,SRSF6
NDUFB33,4.56E-30,0.272078491,0.767,0.388,1.53E-25,11,NDUFB3
